Volume,Volume Weighted,Open,Close,High,Low,Timestamp,Number of Trades
53580745.0,153.3004,154.01,152.95,155.04,152.28,2022-07-25 00:00:00-04:00,487391
55099091.0,151.6799,152.265,151.6,153.085,150.8,2022-07-26 00:00:00-04:00,472001
78620688.0,155.2412,152.58,156.79,157.33,152.16,2022-07-27 00:00:00-04:00,579181
81378731.0,157.4654,156.98,157.35,157.64,154.41,2022-07-28 00:00:00-04:00,738631
101763760.0,162.249,161.24,162.51,163.63,159.5,2022-07-29 00:00:00-04:00,773742
67778379.0,162.1045,161.01,161.51,163.59,160.89,2022-08-01 00:00:00-04:00,594290
59907025.0,160.6921,160.1,160.01,162.41,159.63,2022-08-02 00:00:00-04:00,543549
82507488.0,164.9105,160.84,166.13,166.59,160.75,2022-08-03 00:00:00-04:00,682781
55474144.0,165.5946,166.005,165.81,167.19,164.43,2022-08-04 00:00:00-04:00,525012
56696985.0,164.7432,163.21,165.35,165.85,163.0,2022-08-05 00:00:00-04:00,491310
60362338.0,165.8939,166.37,164.87,167.81,164.2,2022-08-08 00:00:00-04:00,540017
